NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,IN_COMUNITARIA,IN_CONFESSIONAL,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVPPI,QT_ING_RVQUILO,QT_ING_RVREFU,QT_ING_RVPOVT,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVIDOSO,QT_ING_RVINTERN,QT_ING_RVMEDAL,QT_ING_RVTRANS,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVPPI,QT_MAT_RVQUILO,QT_MAT_RVREFU,QT_MAT_RVPOVT,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVIDOSO,QT_MAT_RVINTERN,QT_MAT_RVMEDAL,QT_MAT_RVTRANS,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVPPI,QT_CONC_RVQUILO,QT_CONC_RVREFU,QT_CONC_RVPOVT,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVIDOSO,QT_CONC_RVINTERN,QT_CONC_RVMEDAL,QT_CONC_RVTRANS,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Duque de Caxias,3301702.0,0.0,1,1,1,1,0,0,586,Nanotecnologia,1114291,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,29,29,0,0,20,0,9,0,120,120,0,0,111,0,9,0,13,6,7,13,0,13,0,13,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,7,1,5,0,0,0,61,23,38,61,0,0,46,13,1,0,0,0,1,37,5,19,0,0,0,10,3,7,10,0,0,5,5,0,0,0,0,0,10,0,0,0,0,0,13,0,60,1,10,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,1,2,0,0,0,0,0,26,26,13,0,0,0,1,10,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,13,16,8,0,7,6,0,31,29,1,4,6,0,0,0,0,0,98,13,61,10,52,6,38,6,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Duque de Caxias,3301702.0,0.0,2,1,1,1,0,0,586,Ciências Biológicas,63484,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,76,32,0,0,108,0,0,0,108,0,0,0,0,0,0,0,42,17,9,13,13,12,2,28,10,20,1,0,49,285,203,82,0,0,0,65,54,34,34,64,29,5,114,31,68,5,0,67,4,3,1,0,0,0,0,0,0,0,1,3,0,2,0,1,0,0,1,108,0,285,0,4,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,24,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,58,0,0,29,79,0,73,210,2,0,3,1,0,0,0,0,530,108,285,4,113,5,102,1,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Duque de Caxias,3301702.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,44,7,37,0,0,0,5,6,6,5,11,7,4,16,3,9,1,0,15,8,1,7,0,0,0,0,2,1,2,2,1,0,4,0,1,1,0,2,1,0,44,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,72,0,0,0,1,0,11,32,1,1,6,1,0,0,0,0,183,1,44,8,0,0,0,0,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Itaperuna,3302205.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,29,4,4,0,0,0,0,0,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Abi - Engenharia,5000469,"ABI Engenharia, produção e construção","""0011A07""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0,40,40,0,0,0,0,40,0,5,5,0,0,0,0,5,0,4,1,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,1,1,2,0,0,0,14,0,14,14,0,0,9,4,1,0,0,0,0,5,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11,11,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,28,0,3,1,0,11,3,0,0,0,0,0,0,0,0,93,4,14,0,17,0,1,0,1,0,1,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Ciências Biológicas,99287,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,59,59,0,0,40,0,19,0,222,222,0,0,218,0,4,0,40,27,13,40,0,39,0,39,0,0,0,0,0,1,0,0,0,33,4,1,1,1,0,0,10,11,18,0,0,1,192,140,52,192,0,0,145,32,10,1,3,1,0,77,36,71,1,2,5,42,32,10,42,0,0,22,15,4,0,1,0,0,20,5,16,0,0,1,40,0,191,1,42,0,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,12,1,0,0,0,9,0,0,0,0,0,96,96,62,1,0,0,0,45,0,0,0,0,0,22,22,13,0,0,0,0,10,0,0,0,0,0,10,12,6,0,27,13,0,132,60,0,27,15,0,0,0,0,0,220,40,192,42,136,15,125,26,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Ciências Biológicas,1180207,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,63,63,0,0,40,0,23,0,330,330,0,0,314,0,16,0,43,33,10,43,0,41,0,41,0,0,0,0,0,2,0,0,0,40,3,0,0,0,0,0,23,4,16,0,0,0,200,139,61,200,0,0,149,40,6,2,2,1,0,116,21,60,1,0,2,33,22,11,33,0,0,16,16,0,1,0,0,0,19,4,10,0,0,0,43,0,200,0,33,0,8,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13,0,0,0,1,9,0,0,0,0,0,94,94,54,0,0,0,1,45,0,0,0,0,0,13,13,7,0,0,0,0,6,0,0,0,0,0,16,14,2,0,33,10,0,120,80,0,15,18,0,0,0,0,0,232,43,200,33,153,17,141,26,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Enfermagem,121848,Enfermagem,"""0913E01""",9,Saúde e bem-estar,91,Saúde,913,Enfermagem,1.0,1,1,1,1,112,112,0,0,80,0,32,0,947,947,0,0,930,0,17,0,77,67,10,77,0,72,0,72,0,0,0,0,0,5,0,0,0,68,4,3,1,0,1,0,30,21,25,0,0,1,338,296,42,338,0,0,263,56,11,5,2,1,0,156,65,109,2,0,6,55,50,5,55,0,0,27,26,1,0,0,1,0,32,9,13,0,0,1,77,0,338,0,55,0,8,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,23,0,0,0,1,17,0,0,0,0,0,172,172,102,0,0,0,0,85,0,0,0,0,0,29,29,15,0,0,0,0,13,0,0,0,0,0,35,19,3,0,44,33,0,207,131,0,34,21,0,0,0,0,0,395,77,338,55,304,33,281,47,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Engenharia Civil,5001283,Engenharia civil,"""0732E01""",7,"Engenharia, produção e construção",73,Arquitetura e construção,732,Engenharia civil e construção,1.0,1,1,1,1,45,45,0,0,40,0,5,0,257,257,0,0,255,0,2,0,32,16,16,32,0,31,0,31,0,0,0,0,0,1,0,0,0,28,1,1,0,2,0,0,15,6,10,1,0,0,146,67,79,146,0,0,94,41,5,3,3,0,0,77,16,46,1,0,6,19,7,12,19,0,0,5,13,1,0,0,0,0,10,1,7,0,0,1,32,0,146,0,19,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,0,2,5,0,0,0,0,0,75,75,33,0,0,0,2,47,0,0,0,0,0,12,12,5,0,0,0,0,8,0,0,0,0,0,9,11,1,0,25,7,0,95,51,0,12,7,0,0,0,0,0,167,32,146,19,91,9,89,16,4,0,4,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Engenharia De Produção,5001281,Engenharia de produção,"""0725E02""",7,"Engenharia, produção e construção",72,Produção e processamento,725,Produção e processos de fabricação,1.0,1,1,1,1,45,45,0,0,40,0,5,0,324,324,0,0,321,0,3,0,40,22,18,40,0,39,0,39,0,0,0,0,0,1,0,0,0,39,1,0,0,0,0,0,22,5,13,0,0,0,129,59,70,129,0,0,100,26,2,1,0,0,0,66,16,35,3,0,9,10,5,5,10,0,0,5,5,0,0,0,0,0,5,2,2,1,0,0,40,0,129,0,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,14,0,0,0,0,9,0,0,0,0,0,54,54,37,0,0,0,2,25,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,7,7,1,0,26,14,0,65,64,0,3,7,0,0,0,0,0,144,40,129,10,69,4,69,9,4,0,4,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Engenharia Mecânica,5001282,Engenharia mecânica,"""0715E02""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,715,Engenharia mecânica e metalurgia,1.0,1,1,1,1,44,44,0,0,40,0,4,0,285,285,0,0,280,0,5,0,41,11,30,41,0,39,0,39,0,0,0,0,0,2,0,0,0,38,3,0,0,0,0,0,20,9,11,1,0,0,271,71,200,271,0,0,197,60,11,3,0,0,0,137,30,84,4,0,16,29,4,25,29,0,0,4,19,4,2,0,0,0,19,1,7,0,0,2,41,0,270,1,29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,13,0,0,0,0,8,0,0,0,0,0,127,127,75,0,0,0,0,64,0,0,0,0,0,8,8,1,0,0,0,0,5,0,0,0,0,0,18,13,2,0,23,18,0,148,123,0,13,16,0,0,0,0,0,304,41,271,29,145,6,139,12,18,0,18,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Farmácia,120922,Farmácia,"""0916F01""",9,Saúde e bem-estar,91,Saúde,916,Farmácia,1.0,1,1,1,1,148,148,0,0,100,0,48,0,746,746,0,0,735,0,11,0,99,86,13,99,0,99,0,99,0,0,0,0,0,0,0,0,0,93,4,0,1,0,1,0,62,13,23,0,0,1,472,386,86,459,13,0,348,89,20,13,1,1,0,249,67,138,6,0,12,69,55,14,65,4,0,32,28,7,2,0,0,0,33,8,23,2,0,3,99,0,472,0,69,0,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,25,0,0,0,0,21,0,0,0,0,0,228,228,118,0,0,0,1,112,0,0,0,0,0,33,33,16,0,0,0,0,16,0,0,0,0,0,25,31,7,0,57,42,0,269,203,0,36,33,0,0,0,0,0,535,99,472,69,281,18,271,41,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Medicina,121850,Medicina,"""0912M01""",9,Saúde e bem-estar,91,Saúde,912,Medicina,1.0,1,1,1,1,67,67,0,0,60,0,7,0,4787,4787,0,0,4518,0,269,0,66,39,27,66,0,59,0,59,0,0,0,0,0,7,0,0,0,55,6,4,0,0,1,0,42,9,15,0,0,0,390,264,126,390,0,0,204,140,20,16,9,1,0,222,36,122,4,0,6,76,50,26,76,0,0,10,49,4,8,5,0,0,31,4,36,0,0,5,66,0,390,0,76,0,8,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,1,0,0,4,15,0,0,0,0,0,184,184,114,1,0,0,5,94,0,0,0,0,0,39,39,24,0,0,0,1,17,0,0,0,0,0,2,9,1,0,37,29,0,200,189,1,41,34,1,0,0,0,0,402,66,390,76,194,9,193,23,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Nutrição,121852,Nutrição,"""0915N01""",9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",1.0,1,1,1,1,109,109,0,0,80,0,29,0,969,969,0,0,959,0,10,0,84,76,8,84,0,81,0,81,0,0,0,0,0,3,0,0,1,77,5,1,0,0,0,0,45,11,27,1,0,0,419,357,62,419,0,1,299,87,16,8,5,1,2,221,48,136,7,1,6,93,83,10,93,0,0,36,43,7,5,1,0,1,48,7,32,2,0,4,84,0,419,0,93,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,27,0,0,0,1,18,0,0,0,0,0,215,215,122,0,0,0,1,105,0,0,0,0,0,44,44,24,0,0,0,0,25,0,0,0,0,0,23,16,0,0,49,35,0,249,170,0,56,37,0,0,0,0,0,458,84,419,93,294,17,283,59,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Química,120924,Química formação de professor,"""0114Q01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,49,49,0,0,25,0,24,0,80,80,0,0,76,0,4,0,21,19,2,21,0,18,0,18,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,10,4,7,0,0,0,77,55,22,77,0,0,60,11,4,1,1,0,0,38,12,23,0,0,4,6,4,2,6,0,0,2,2,1,1,0,0,0,6,0,0,0,0,0,21,0,77,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,0,0,4,0,0,0,0,0,37,37,23,0,0,0,0,22,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,18,10,0,14,7,0,48,29,0,2,4,0,0,0,0,0,108,21,77,6,26,5,18,1,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Química,1125889,Química,"""0531Q01""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,531,Química,1.0,1,1,1,1,46,46,0,0,25,0,21,0,98,98,0,0,82,0,16,0,26,17,9,26,0,25,0,25,0,0,0,0,0,1,0,0,0,22,4,0,0,0,0,0,11,3,11,0,0,1,113,72,41,113,0,0,62,37,11,1,2,0,0,49,17,44,1,0,2,17,8,9,17,0,0,3,10,4,0,0,0,0,7,2,8,0,0,0,26,0,113,0,17,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,0,0,0,0,4,0,0,0,0,0,57,57,37,0,0,0,0,25,0,0,0,0,0,7,7,4,0,0,0,0,3,0,0,0,0,0,8,21,2,0,16,10,0,77,36,0,12,5,0,0,0,0,0,144,26,113,17,27,8,24,4,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,0,0,16,0,0,0,16,0,0,0,0,0,0,0,3,4,2,3,3,1,0,4,4,5,0,0,3,23,9,14,0,0,0,2,6,1,4,8,2,0,11,2,5,0,0,5,2,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,16,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,8,8,0,5,17,1,0,2,0,0,0,0,0,79,16,23,2,0,0,0,0,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Miracema,3303005.0,0.0,2,1,1,1,0,0,586,Ciências Contábeis,1442964,Contabilidade,"""0411C01""",4,"Negócios, administração e direito",41,Negócios e administração,411,Contabilidade e tributação,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,16,0,0,27,0,0,0,27,0,0,0,0,0,0,0,8,9,5,2,3,0,0,8,3,4,0,0,12,84,41,43,0,0,0,18,20,19,12,13,1,1,34,10,14,0,0,26,6,1,5,0,0,0,2,2,0,1,1,0,0,3,0,2,0,0,1,27,0,84,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,0,5,22,0,12,72,0,0,6,0,0,0,0,0,157,27,84,6,10,0,9,3,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Nova Iguaçu,3303500.0,0.0,2,1,1,1,0,0,586,Ciências Biológicas,63484,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,76,33,0,0,109,0,0,0,109,0,0,0,0,0,0,0,53,18,12,10,11,4,1,29,8,21,1,0,50,333,254,79,0,0,0,93,72,42,36,65,22,3,106,40,104,4,0,79,22,17,5,0,0,0,2,6,3,3,5,2,1,9,3,9,0,0,1,109,0,333,0,22,0,13,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,30,30,3,0,0,0,0,6,0,0,0,0,0,4,4,1,0,0,0,0,1,0,0,0,0,0,187,42,0,0,23,86,0,71,255,7,5,16,1,0,0,0,0,562,109,333,22,122,6,109,8,0,0,0,0
2024,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Nova Iguaçu,3303500.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,13,40,0,0,53,0,0,0,53,0,0,0,0,0,0,0,23,6,6,3,9,5,1,18,3,17,0,1,14,96,20,76,0,0,0,19,16,16,8,18,15,4,27,10,31,0,1,27,8,3,5,0,0,0,0,2,3,1,0,2,0,3,2,3,0,0,0,53,0,96,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,75,0,0,10,43,0,13,81,2,1,7,0,0,0,0,0,258,53,96,8,0,0,0,0,0,0,0,0
