CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2018.0,5.0,2022.0,8.0,2025.0,43.0,39.0,0.0,4.0,0.0,90.69767442,0.0,9.302325581,0.0,9.302325581
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2019.0,5.0,2022.0,8.0,2025.0,43.0,34.0,0.0,5.0,0.0,79.06976744,0.0,20.93023256,0.0,11.62790698
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2020.0,5.0,2022.0,8.0,2025.0,43.0,33.0,1.0,0.0,0.0,76.74418605,2.325581395,20.93023256,2.325581395,0.0
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2021.0,5.0,2022.0,8.0,2025.0,43.0,26.0,3.0,4.0,0.0,60.46511628,9.302325581,30.23255814,6.976744186,9.302325581
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2022.0,5.0,2022.0,8.0,2025.0,43.0,18.0,4.0,4.0,0.0,41.86046512,18.60465116,39.53488372,9.302325581,9.302325581
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2023.0,5.0,2022.0,8.0,2025.0,43.0,8.0,7.0,3.0,0.0,18.60465116,34.88372093,46.51162791,16.27906977,6.976744186
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14323.0,FÍSICA,3.0,33.0,3304557.0,1.0,1.0,0533F01,Física,5.0,"Ciências naturais, matemática e estatística",2018.0,2024.0,5.0,2022.0,8.0,2025.0,43.0,3.0,3.0,2.0,0.0,6.976744186,41.86046512,51.1627907,6.976744186,4.651162791
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14324.0,ASTRONOMIA,3.0,33.0,3304557.0,1.0,1.0,0533A01,Astronomia,5.0,"Ciências naturais, matemática e estatística",2018.0,2018.0,5.0,2022.0,8.0,2025.0,24.0,24.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14324.0,ASTRONOMIA,3.0,33.0,3304557.0,1.0,1.0,0533A01,Astronomia,5.0,"Ciências naturais, matemática e estatística",2018.0,2019.0,5.0,2022.0,8.0,2025.0,24.0,22.0,0.0,2.0,0.0,91.66666667,0.0,8.333333333,0.0,8.333333333
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,1.0,14324.0,ASTRONOMIA,3.0,33.0,3304557.0,1.0,1.0,0533A01,Astronomia,5.0,"Ciências naturais, matemática e estatística",2018.0,2020.0,5.0,2022.0,8.0,2025.0,24.0,21.0,0.0,1.0,0.0,87.5,0.0,12.5,0.0,4.166666667
